jarvis id,jarvis band structure (BG),"preds band structure (BG, Direc BG, VBM, CBM)"
JVASP-27996,[0.0],"[0.14165747165679932, 0.16610932350158691, -4.840334415435791, -4.552488803863525]"
JVASP-6049,[1.2589999437332153],"[1.792482852935791, 1.895430088043213, -6.315479755401611, -4.519307613372803]"
JVASP-5932,[0.0],"[0.4946591854095459, 0.6897450685501099, -5.35592794418335, -4.846467971801758]"
JVASP-19992,[0.0],"[0.07706105709075928, 0.13074731826782227, -4.522616863250732, -4.414900302886963]"
JVASP-19993,[0.0],"[0.013164401054382324, 0.01715373992919922, -4.479784965515137, -4.408181190490723]"
JVASP-13562,[0.0],"[0.03901088237762451, 0.04102659225463867, -4.12420654296875, -4.031346797943115]"
JVASP-27954,[1.5429999828338623],"[3.7496304512023926, 3.945681571960449, -5.2227654457092285, -1.4710090160369873]"
JVASP-28080,[0.9309999942779541],"[0.804958701133728, 1.0274635553359985, -5.620219707489014, -4.838719367980957]"
JVASP-31377,[0.8199999928474426],"[1.8573033809661865, 2.025580406188965, -6.043854236602783, -4.188258647918701]"
JVASP-688,[4.484000205993652],"[5.608081817626953, 6.056890964508057, -6.632537841796875, -1.030343770980835]"
JVASP-20053,[0.0],"[0.00964057445526123, 0.022208452224731445, -4.3494086265563965, -4.3199663162231445]"
JVASP-19516,[0.0],"[0.024257421493530273, 0.03275322914123535, -4.788013458251953, -4.734660625457764]"
JVASP-13632,[0.0],"[0.23742282390594482, 0.3848363161087036, -5.063117980957031, -4.80420446395874]"
JVASP-28089,[1.1349999904632568],"[1.7557505369186401, 2.0404508113861084, -6.303070545196533, -4.547244548797607]"
JVASP-28093,[0.0],"[0.2038487195968628, 0.29793381690979004, -5.301070213317871, -4.997597694396973]"
JVASP-27955,[2.0230000019073486],"[3.9469375610351562, 4.1595048904418945, -5.362466812133789, -1.4155287742614746]"
JVASP-14417,[1.9759999513626099],"[2.699376344680786, 2.7118053436279297, -6.1026716232299805, -3.4105894565582275]"
JVASP-27956,[2.2850000858306885],"[4.344059467315674, 4.584621429443359, -5.648758411407471, -1.3052713871002197]"
JVASP-31378,[0.1549999713897705],"[1.008100986480713, 1.1551047563552856, -5.686209201812744, -4.668639183044434]"
JVASP-27957,[1.5199999809265137],"[3.465778112411499, 3.6927378177642822, -5.063417434692383, -1.5963821411132812]"
JVASP-31379,[0.0],"[0.5592983961105347, 0.6276633739471436, -6.683515548706055, -5.976294040679932]"
JVASP-27958,[3.2179999351501465],"[4.9355244636535645, 4.979593276977539, -5.971190452575684, -1.029698133468628]"
JVASP-6367,[1.8229999542236328],"[2.4810128211975098, 2.7209129333496094, -5.742954730987549, -3.2659292221069336]"
JVASP-6376,[1.1180000305175781],"[1.0325119495391846, 1.0992213487625122, -4.76763916015625, -3.745299816131592]"
JVASP-5896,[0.5289999842643738],"[0.8513298034667969, 1.4941847324371338, -5.438093662261963, -4.574348449707031]"
JVASP-13602,[1.315999984741211],"[2.1297638416290283, 2.208570957183838, -6.158304214477539, -4.026803016662598]"
JVASP-6823,[1.0709999799728394],"[2.09493088722229, 2.233273506164551, -6.497244358062744, -4.394451141357422]"
JVASP-31418,[3.630000114440918],"[4.948974609375, 5.011941432952881, -7.8951544761657715, -2.941117763519287]"
JVASP-9068,[0.6880000233650208],"[1.3741512298583984, 1.4878528118133545, -5.663225173950195, -4.283002853393555]"
JVASP-31419,[0.0],"[0.028249025344848633, 0.10113120079040527, -4.374362945556641, -4.348787784576416]"
JVASP-728,[1.3459999561309814],"[2.1227078437805176, 3.0561294555664062, -6.870195388793945, -4.748247146606445]"
JVASP-6427,[1.1349999904632568],"[1.3446953296661377, 1.4172114133834839, -5.276659965515137, -3.9245665073394775]"
JVASP-6499,[0.7360000014305115],"[1.10709547996521, 1.1710288524627686, -4.922450542449951, -3.8198139667510986]"
JVASP-6328,[1.9000000953674316],"[2.8233253955841064, 3.0633840560913086, -5.923024654388428, -3.1041107177734375]"
JVASP-19536,[1.069000005722046],"[1.732922077178955, 1.745240569114685, -6.531948566436768, -4.796268463134766]"
JVASP-6313,[1.5219999551773071],"[1.727547526359558, 1.9754352569580078, -5.502708911895752, -3.7728848457336426]"
JVASP-6358,[1.6480000019073486],"[2.0405051708221436, 2.3126494884490967, -5.526980876922607, -3.479207754135132]"
JVASP-20022,[1.902999997138977],"[2.1908252239227295, 2.2074904441833496, -6.649674892425537, -4.4408063888549805]"
JVASP-7048,[1.9630000591278076],"[2.8595666885375977, 3.336130142211914, -6.880425930023193, -4.021325588226318]"
JVASP-6316,[1.0789999961853027],"[1.8672773838043213, 1.9948108196258545, -6.235382556915283, -4.370197296142578]"
JVASP-6826,[1.1670000553131104],"[0.541414737701416, 0.6945813894271851, -6.008975028991699, -5.460146903991699]"
JVASP-6472,[2.9719996452331543],"[2.9754130840301514, 3.0967252254486084, -6.530066013336182, -3.538668155670166]"
JVASP-9008,[2.178999900817871],"[2.899301528930664, 2.970597982406616, -6.138978004455566, -3.2300987243652344]"
JVASP-741,[1.6260000467300415],"[2.4700815677642822, 2.638974905014038, -6.867509841918945, -4.392222881317139]"
JVASP-7030,[0.0140000581741333],"[0.16134464740753174, 0.2877686023712158, -4.341848373413086, -4.077826499938965]"
JVASP-6829,[0.4259999990463257],"[2.819695234298706, 3.0113649368286133, -6.586475372314453, -3.7816367149353027]"
JVASP-6832,[0.0],"[0.9182579517364502, 1.118777871131897, -6.119821071624756, -5.050134658813477]"
JVASP-6235,[0.003000020980834961],"[1.1685996055603027, 1.2307376861572266, -5.502106189727783, -4.230032920837402]"
JVASP-705,[0.0],"[0.10798656940460205, 0.670946478843689, -4.437347888946533, -4.324217319488525]"
JVASP-6334,[0.0],"[0.015381097793579102, 0.11858749389648438, -4.700905799865723, -4.680111408233643]"
JVASP-6994,[0.3830000162124634],"[0.6240146160125732, 0.7440990209579468, -5.176164627075195, -4.549989223480225]"
JVASP-8996,[0.6949999928474426],"[0.7057669162750244, 0.9492173194885254, -5.142727851867676, -4.435687065124512]"
JVASP-6319,[0.5580000281333923],"[1.0388774871826172, 1.5263850688934326, -5.076112747192383, -4.040255546569824]"
JVASP-20041,[2.318000078201294],"[2.953115940093994, 2.997772693634033, -6.876832962036133, -3.9188482761383057]"
JVASP-20023,[1.8309999704360962],"[2.1405527591705322, 2.433850049972534, -6.4111857414245605, -4.270070552825928]"
JVASP-6502,[2.7290000915527344],"[3.211472749710083, 3.2504894733428955, -6.7172651290893555, -3.5117125511169434]"
JVASP-6322,[1.9559999704360962],"[2.8542847633361816, 3.319448947906494, -6.870172500610352, -4.01710844039917]"
JVASP-20026,[3.447999954223633],"[5.301414489746094, 5.291377544403076, -9.577018737792969, -4.271989345550537]"
JVASP-5914,[1.246999979019165],"[1.594804048538208, 1.6185932159423828, -5.353480815887451, -3.757941246032715]"
JVASP-19557,[1.725000023841858],"[2.685515880584717, 2.7584164142608643, -7.442690849304199, -4.756298542022705]"
JVASP-20014,[1.5429999828338623],"[3.36757755279541, 3.5725555419921875, -7.466358661651611, -4.087352752685547]"
JVASP-19539,[0.02199995517730713],"[0.46713757514953613, 0.6296344995498657, -4.996266841888428, -4.499615669250488]"
JVASP-19540,[5.979000091552734],"[7.103786945343018, 7.385445594787598, -8.397494316101074, -1.3337948322296143]"
JVASP-14420,[1.1030000448226929],"[1.8440492153167725, 1.851321816444397, -5.5391459465026855, -3.696713447570801]"
JVASP-5917,[1.8020000457763672],"[1.8549227714538574, 1.8616852760314941, -4.991405963897705, -3.1493265628814697]"
JVASP-13596,[1.2920000553131104],"[1.4606568813323975, 1.9934970140457153, -5.879006862640381, -4.406601905822754]"
JVASP-13597,[0.0],"[0.04246389865875244, 0.06806230545043945, -4.6561479568481445, -4.5962347984313965]"
JVASP-27915,[2.680000066757202],"[4.046037197113037, 4.1312150955200195, -7.861490726470947, -3.819009780883789]"
JVASP-14421,[1.906000018119812],"[2.9699385166168213, 3.0233657360076904, -7.0365891456604, -4.06144380569458]"
JVASP-19584,[1.628000020980835],"[2.201904058456421, 2.366258382797241, -6.117797374725342, -3.9145283699035645]"
JVASP-27920,[0.16699999570846558],"[1.3203775882720947, 1.6948710680007935, -5.492107391357422, -4.1496710777282715]"
JVASP-6508,[1.253999948501587],"[2.1628530025482178, 2.2442617416381836, -7.069489479064941, -4.911243438720703]"
JVASP-20054,[1.6990000009536743],"[2.6403346061706543, 2.964951515197754, -6.198412895202637, -3.555211305618286]"
JVASP-14432,[1.4989999532699585],"[3.360729217529297, 3.614780902862549, -5.937240123748779, -2.574805974960327]"
JVASP-28006,[1.2740000486373901],"[1.8323266506195068, 1.8634650707244873, -5.761031150817871, -3.9265947341918945]"
JVASP-20042,[0.8059999942779541],"[1.6371688842773438, 1.6734591722488403, -6.224895000457764, -4.585312843322754]"
JVASP-13619,[0.0],"[0.07199621200561523, 0.1675729751586914, -4.283562660217285, -4.209915637969971]"
JVASP-28011,[0.0],"[0.20338821411132812, 0.37376534938812256, -5.526329040527344, -5.2083001136779785]"
JVASP-20044,[3.749000072479248],"[4.389616966247559, 4.595646858215332, -6.441644668579102, -2.05031156539917]"
JVASP-6514,[0.9449999928474426],"[1.0159190893173218, 1.0558488368988037, -5.701968669891357, -4.630611419677734]"
JVASP-19576,[2.561000108718872],"[4.966854095458984, 5.077520370483398, -8.272274017333984, -3.313002109527588]"
JVASP-28013,[1.1369999647140503],"[1.3643560409545898, 1.74139404296875, -5.075182914733887, -3.707702875137329]"
JVASP-13623,[0.0],"[0.006799936294555664, 0.04883241653442383, -4.484471321105957, -4.4703474044799805]"
JVASP-13624,[0.0],"[0.010230064392089844, 0.0009853839874267578, -4.348975658416748, -4.33207368850708]"
JVASP-19579,[0.5619999766349792],"[1.3336081504821777, 1.603954792022705, -6.114287853240967, -4.769284248352051]"
JVASP-13627,[0.0],"[6.151199340820312e-05, 0.026961088180541992, -4.493729114532471, -4.508256912231445]"
JVASP-6463,[1.0579999685287476],"[1.8945530652999878, 1.9810680150985718, -5.405857086181641, -3.49252986907959]"
JVASP-6466,[0.0],"[0.02939903736114502, 0.043843746185302734, -4.5311665534973145, -4.45989465713501]"
JVASP-27766,[0.9769999980926514],"[2.6020467281341553, 2.657491445541382, -6.816705226898193, -4.21523380279541]"
JVASP-13608,[0.0],"[0.029306650161743164, 0.06632733345031738, -4.493239879608154, -4.4580488204956055]"
JVASP-20029,[2.2679998874664307],"[3.5487561225891113, 3.7502057552337646, -6.509673118591309, -2.9714341163635254]"
JVASP-28027,[0.9229999780654907],"[0.7209903001785278, 0.8233872652053833, -5.71151876449585, -4.98945951461792]"
JVASP-28028,[0.8730000257492065],"[2.0724453926086426, 2.231534719467163, -6.120961666107178, -4.035089492797852]"
JVASP-28046,[1.99399995803833],"[3.4932687282562256, 3.5564932823181152, -6.3278937339782715, -2.8247270584106445]"
JVASP-113306,[0.0],"[0.05722057819366455, 0.09904193878173828, -4.498575210571289, -4.437407970428467]"
JVASP-113338,[0.0],"[0.18429923057556152, 0.2937955856323242, -4.707732200622559, -4.520071029663086]"
JVASP-113346,[0.018000006675720215],"[0.13818752765655518, 0.17452490329742432, -4.759563446044922, -4.5513505935668945]"
JVASP-113359,[0.0],"[0.015688300132751465, 0.06409955024719238, -4.20078182220459, -4.194789409637451]"
JVASP-113387,[0.0],"[0.029600143432617188, 0.034777164459228516, -4.787850379943848, -4.7210283279418945]"
JVASP-155139,[0.5320000052452087],"[1.5993465185165405, 1.715778112411499, -6.191640853881836, -4.585760593414307]"
JVASP-155145,[1.0019999742507935],"[1.785250186920166, 2.2953872680664062, -6.137582302093506, -4.352459907531738]"
JVASP-155148,[0.7310000061988831],"[1.596832275390625, 2.5427017211914062, -5.985495090484619, -4.388657093048096]"
JVASP-153099,[0.0],"[0.0729907751083374, 0.10910820960998535, -4.761713981628418, -4.632826328277588]"
JVASP-153100,[0.0],"[0.11192846298217773, 0.1336836814880371, -5.03758430480957, -4.853262424468994]"
JVASP-153101,[0.0],"[0.2133711576461792, 0.2698734998703003, -4.550384521484375, -4.271822929382324]"
JVASP-153102,[0.0],"[0.008700251579284668, 0.02965259552001953, -4.998427391052246, -4.96419620513916]"
JVASP-153103,[0.0],"[0.0456010103225708, 0.06901383399963379, -4.587285041809082, -4.528962135314941]"
JVASP-153104,[0.0],"[0.3449239730834961, 0.42659568786621094, -4.573193073272705, -4.177622318267822]"
JVASP-153105,[1.812999963760376],"[4.21849250793457, 4.341785430908203, -9.270545959472656, -5.060903072357178]"
JVASP-153106,[0.0],"[0.012647032737731934, 0.0067043304443359375, -4.481187343597412, -4.432362079620361]"
JVASP-153108,[0.0],"[0.028805255889892578, 0.03890800476074219, -4.697389125823975, -4.594681262969971]"
JVASP-153109,[0.0],"[0.012340545654296875, 0.04644918441772461, -5.296411037445068, -5.265390396118164]"
JVASP-153113,[0.0],"[0.05033409595489502, 0.07091283798217773, -4.388158798217773, -4.296623229980469]"
JVASP-153114,[0.0],"[0.15744781494140625, 0.21404767036437988, -4.562237739562988, -4.368232250213623]"
JVASP-153115,[0.0],"[0.015419840812683105, 0.028698205947875977, -4.423656940460205, -4.386966228485107]"
JVASP-153117,[0.0],"[6.556510925292969e-05, 0.0013358592987060547, -4.537669658660889, -4.492793560028076]"
JVASP-153118,[0.0],"[0.01564323902130127, 0.017219066619873047, -4.310929775238037, -4.28331184387207]"
JVASP-153119,[0.0],"[0.022688627243041992, 0.0395967960357666, -4.280961036682129, -4.251603126525879]"
JVASP-153120,[0.0],"[0.04688310623168945, 0.04256749153137207, -4.408020496368408, -4.317666053771973]"
JVASP-153121,[0.0],"[0.06282079219818115, 0.09701061248779297, -4.5891594886779785, -4.474413871765137]"
JVASP-153122,[0.0],"[0.05222141742706299, 0.08662843704223633, -4.952660083770752, -4.855440616607666]"
